active_debris_updated,,,,,,,,,,,,,,,,,,,,,,,,
INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER,satname
1981-053QM,42125,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,102.23,82.93,900.0,828.0,,,0,SMALL,9319,1981,53,QM,Y,COSMOS 1275 DEB,1981-053QM,42125,
1981-053RJ,42146,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.99,83.0,1021.0,874.0,,,0,SMALL,9319,1981,53,RJ,Y,COSMOS 1275 DEB,1981-053RJ,42146,
1981-053TQ,42200,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,102.23,82.98,917.0,812.0,,,0,SMALL,9319,1981,53,TQ,Y,COSMOS 1275 DEB,1981-053TQ,42200,
1981-053TW,42206,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.75,82.92,966.0,905.0,,,0,SMALL,9319,1981,53,TW,Y,COSMOS 1275 DEB,1981-053TW,42206,
1981-053UX,42231,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,100.64,82.76,815.0,764.0,,,0,SMALL,9319,1981,53,UX,Y,COSMOS 1275 DEB,1981-053UX,42231,
1995-015GS,42276,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,103.36,99.07,1001.0,834.0,,,0,SMALL,9319,1995,15,GS,Y,DMSP 5D-2 F13 DEB,1995-015GS,42276,
1995-015JQ,42322,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,98.13,98.77,687.0,652.0,,3.0,0,SMALL,9319,1995,15,JQ,Y,DMSP 5D-2 F13 DEB,1995-015JQ,42322,
2000-055QD,42337,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,98.18,98.8,698.0,645.0,,,0,SMALL,9319,2000,55,QD,Y,NOAA 16 DEB,2000-055QD,42337,
1973-086HT,42579,DEBRIS,DELTA 1 DEB,US,1973-11-06,AFWTR,,117.38,102.61,1627.0,1499.0,,,0,SMALL,9319,1973,86,HT,Y,DELTA 1 DEB,1973-086HT,42579,
1973-086JC,42588,DEBRIS,DELTA 1 DEB,US,1973-11-06,AFWTR,,116.5,102.44,1577.0,1470.0,,1.0,0,SMALL,9319,1973,86,JC,Y,DELTA 1 DEB,1973-086JC,42588,
1974-089FS,42601,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,110.37,101.46,1484.0,1004.0,,,0,SMALL,9319,1974,89,FS,Y,THORAD DELTA 1 DEB,1974-089FS,42601,
1975-052LZ,42640,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,107.06,99.8,1252.0,929.0,,,0,SMALL,9319,1975,52,LZ,Y,DELTA 1 DEB,1975-052LZ,42640,
1975-052MN,42653,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,108.2,99.75,1196.0,1092.0,,,0,SMALL,9319,1975,52,MN,Y,DELTA 1 DEB,1975-052MN,42653,
1975-052MS,42657,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,106.31,99.69,1090.0,1022.0,,,0,SMALL,9319,1975,52,MS,Y,DELTA 1 DEB,1975-052MS,42657,
2008-020C,43381,DEBRIS,SL-23 DEB,CIS,2008-04-27,TTMTR,,858.15,59.85,26080.0,20991.0,,,0,SMALL,9319,2008,20,C,Y,SL-23 DEB,2008-020C,43381,
2013-052C,43408,DEBRIS,CZ-4C DEB,PRC,2013-09-23,TSC,,104.21,98.71,1118.0,797.0,,,0,SMALL,9319,2013,52,C,Y,CZ-4C DEB,2013-052C,43408,
1969-013S,43514,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1969-02-09,AFETR,,1472.42,1.02,37310.0,35679.0,,,0,,9319,1969,13,S,Y,TITAN 3C TRANSTAGE DEB,1969-013S,43514,
2014-055AB,43972,DEBRIS,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,,776.75,19.67,35155.0,8070.0,,1.0,0,MEDIUM,9319,2014,55,AB,Y,ATLAS 5 CENTAUR DEB,2014-055AB,43972,
2013-065H,44598,DEBRIS,CZ-4C DEB,PRC,2013-11-20,TSC,,107.17,100.39,1200.0,991.0,,,0,SMALL,9319,2013,65,H,Y,CZ-4C DEB,2013-065H,44598,
2018-079BP,44980,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,667.45,13.09,30274.0,7568.0,,1.0,0,,9319,2018,79,BP,Y,ATLAS 5 CENTAUR DEB,2018-079BP,44980,
1991-056BM,45323,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,109.03,82.53,1183.0,1181.0,,,0,SMALL,9319,1991,56,BM,Y,SL-14 DEB,1991-056BM,45323,HEAD-1
2011-037CA,45840,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,129.67,51.56,3741.0,475.0,,,0,SMALL,9319,2011,37,CA,Y,FREGAT DEB,2011-037CA,45840,
2011-037CB,45841,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,135.91,51.51,4066.0,691.0,,,0,SMALL,9319,2011,37,CB,Y,FREGAT DEB,2011-037CB,45841,
2011-037DW,45901,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,139.68,51.56,4406.0,673.0,,1.0,0,SMALL,9319,2011,37,DW,Y,FREGAT DEB,2011-037DW,45901,
1999-025EZL,46986,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.51,98.24,809.0,661.0,,,0,SMALL,9319,1999,25,EZL,Y,FENGYUN 1C DEB,1999-025EZL,46986,
1999-025FAP,47013,DEBRIS,FENGYUN 1C DEB *,PRC,1999-05-10,TSC,,101.08,98.08,850.0,769.0,,3.0,0,SMALL,9319,1999,25,FAP,Y,FENGYUN 1C DEB *,1999-025FAP,47013,
1991-056DP,47089,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,107.59,82.6,1256.0,975.0,,,0,SMALL,9319,1991,56,DP,Y,SL-14 DEB,1991-056DP,47089,
2018-079GY,52974,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,773.68,13.09,34712.0,8366.0,,1.0,0,,9319,2018,79,GY,Y,ATLAS 5 CENTAUR DEB,2018-079GY,52974,
1974-048D,53881,DEBRIS,COSMOS 663 DEB,CIS,1974-06-27,PKMTR,,104.56,82.95,994.0,954.0,,,0,SMALL,9319,1974,48,D,Y,COSMOS 663 DEB,1974-048D,53881,
2022-151E,54263,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,106.16,99.13,1274.0,823.0,,,0,SMALL,9319,2022,151,E,Y,CZ-6A DEB,2022-151E,54263,
2022-151AX,54304,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.72,98.84,871.0,809.0,,,0,SMALL,9319,2022,151,AX,Y,CZ-6A DEB,2022-151AX,54304,
2022-151CG,54337,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.15,98.84,897.0,824.0,,,0,SMALL,9319,2022,151,CG,Y,CZ-6A DEB,2022-151CG,54337,
2022-151ES,54418,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,105.05,98.88,1175.0,819.0,,,0,MEDIUM,9319,2022,151,ES,Y,CZ-6A DEB,2022-151ES,54418,
2022-151FS,54442,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.86,98.84,975.0,813.0,,,0,MEDIUM,9319,2022,151,FS,Y,CZ-6A DEB,2022-151FS,54442,
2022-151JZ,54521,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,103.07,98.86,1004.0,803.0,,,0,SMALL,9319,2022,151,JZ,Y,CZ-6A DEB,2022-151JZ,54521,
2022-151LS,54566,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.29,98.84,907.0,827.0,,,0,LARGE,9319,2022,151,LS,Y,CZ-6A DEB,2022-151LS,54566,
2022-151TY,54983,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,105.58,98.91,1216.0,827.0,,,0,SMALL,9319,2022,151,TY,Y,CZ-6A DEB,2022-151TY,54983,
2022-151UW,55006,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.77,98.82,873.0,812.0,,,0,SMALL,9319,2022,151,UW,Y,CZ-6A DEB,2022-151UW,55006,
2022-151ACW,56278,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,103.28,98.93,999.0,829.0,,,0,SMALL,9319,2022,151,ACW,Y,CZ-6A DEB,2022-151ACW,56278,
2022-151AEN,56614,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,103.17,98.84,993.0,824.0,,,0,SMALL,9319,2022,151,AEN,Y,CZ-6A DEB,2022-151AEN,56614,
2022-151AFS,56642,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,103.36,98.89,1010.0,825.0,,,0,SMALL,9319,2022,151,AFS,Y,CZ-6A DEB,2022-151AFS,56642,
2013-076AT,57556,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,115.23,82.48,1508.0,1424.0,,,0,SMALL,9319,2013,76,AT,Y,COSMOS 2491 DEB,2013-076AT,57556,
2014-028BR,57759,DEBRIS,COSMOS 2499 DEB,CIS,2014-05-23,PKMTR,,110.11,82.29,1426.0,1038.0,,1.0,0,LARGE,9319,2014,28,BR,Y,COSMOS 2499 DEB,2014-028BR,57759,
2022-151AJC,58434,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,100.52,98.74,858.0,709.0,,,0,SMALL,9319,2022,151,AJC,Y,CZ-6A DEB,2022-151AJC,58434,
1984-072AD,60008,DEBRIS,METEOR 2-11 DEB,CIS,1984-07-05,PKMTR,,102.35,82.51,895.0,845.0,,,0,SMALL,9319,1984,72,AD,Y,METEOR 2-11 DEB,1984-072AD,60008,
2024-140JM,60858,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.26,88.86,845.0,792.0,,,0,SMALL,9319,2024,140,JM,Y,CZ-6A DEB,2024-140JM,60858,
2024-140QN,61144,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,99.61,88.95,802.0,678.0,,,0,SMALL,9319,2024,140,QN,Y,CZ-6A DEB,2024-140QN,61144,
2024-140YB,61410,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.49,89.0,864.0,794.0,,,0,SMALL,9319,2024,140,YB,Y,CZ-6A DEB,2024-140YB,61410,
1960-009C,51,DEBRIS,ECHO 1 DEB (METAL OBJ),US,1960-08-12,AFETR,,118.19,47.21,1688.0,1511.0,,,0,MEDIUM,9320,1960,9,C,Y,ECHO 1 DEB (METAL OBJ),1960-009C,51,
1961-015BS,234,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,102.57,66.88,936.0,824.0,,,0,SMALL,9320,1961,15,BS,Y,THOR ABLESTAR DEB,1961-015BS,234,
1961-015DG,330,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,102.39,66.98,911.0,832.0,,,0,SMALL,9320,1961,15,DG,Y,THOR ABLESTAR DEB,1961-015DG,330,
1961-015JF,3842,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,104.95,66.74,1092.0,893.0,,,0,SMALL,9320,1961,15,JF,Y,THOR ABLESTAR DEB,1961-015JF,3842,
1970-025CD,4719,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,103.12,99.97,995.0,818.0,,,0,MEDIUM,9320,1970,25,CD,Y,THORAD AGENA D DEB,1970-025CD,4719,
1970-025CX,4749,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,103.93,99.0,955.0,934.0,,,0,MEDIUM,9320,1970,25,CX,Y,THORAD AGENA D DEB,1970-025CX,4749,
1970-025EJ,4854,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,106.12,99.36,1060.0,1034.0,,,0,SMALL,9320,1970,25,EJ,Y,THORAD AGENA D DEB,1970-025EJ,4854,
1970-025EL,4856,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,102.11,99.72,970.0,747.0,,,0,SMALL,9320,1970,25,EL,Y,THORAD AGENA D DEB,1970-025EL,4856,
1970-025KS,5387,DEBRIS,THORAD AGENA D DEB *,US,1970-04-08,AFWTR,,118.56,101.09,2148.0,1084.0,,1.0,0,SMALL,9320,1970,25,KS,Y,THORAD AGENA D DEB *,1970-025KS,5387,
1973-086Z,7033,DEBRIS,DELTA 1 DEB,US,1973-11-06,AFWTR,,115.95,101.6,1519.0,1478.0,,,0,MEDIUM,9320,1973,86,Z,Y,DELTA 1 DEB,1973-086Z,7033,
1974-089AG,8166,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,115.05,102.0,1488.0,1427.0,,1.0,0,SMALL,9320,1974,89,AG,Y,THORAD DELTA 1 DEB,1974-089AG,8166,
1976-077AP,10718,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,115.86,101.63,1536.0,1453.0,,,0,SMALL,9320,1976,77,AP,Y,DELTA 1 DEB,1976-077AP,10718,
1976-077DD,10875,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,115.47,101.95,1502.0,1451.0,,,0,SMALL,9320,1976,77,DD,Y,DELTA 1 DEB,1976-077DD,10875,
1981-053BG,12712,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.68,82.98,983.0,882.0,,,0,SMALL,9320,1981,53,BG,Y,COSMOS 1275 DEB,1981-053BG,12712,
1981-053CU,12751,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.25,82.94,981.0,938.0,,,0,MEDIUM,9320,1981,53,CU,Y,COSMOS 1275 DEB,1981-053CU,12751,
1986-019Y,17129,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,,100.98,98.31,829.0,781.0,,,0,LARGE,9320,1986,19,Y,Y,ARIANE 1 DEB,1986-019Y,17129,
1987-020CE,19640,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,118.33,73.55,1735.0,1476.0,,,0,SMALL,9320,1987,20,CE,Y,COSMOS 1823 DEB,1987-020CE,19640,
1972-058JM,19834,DEBRIS,DELTA 1 DEB,US,1972-07-23,AFWTR,,98.45,98.58,774.0,595.0,,,0,SMALL,9320,1972,58,JM,Y,DELTA 1 DEB,1972-058JM,19834,
1989-089D,20328,DEBRIS,COBE DEB,US,1989-11-18,AFWTR,,102.52,98.92,879.0,876.0,,,0,MEDIUM,9320,1989,89,D,Y,COBE DEB,1989-089D,20328,
1991-009V,21158,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,118.62,74.1,1733.0,1505.0,,,0,MEDIUM,9320,1991,9,V,Y,SL-8 DEB,1991-009V,21158,
1991-009AE,21167,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,117.14,73.92,1661.0,1444.0,,,0,SMALL,9320,1991,9,AE,Y,SL-8 DEB,1991-009AE,21167,
1975-052AY,21330,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,107.96,99.98,1362.0,902.0,,,0,MEDIUM,9320,1975,52,AY,Y,DELTA 1 DEB,1975-052AY,21330,
1975-052EV,21461,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,109.05,99.73,1339.0,1027.0,,,0,SMALL,9320,1975,52,EV,Y,DELTA 1 DEB,1975-052EV,21461,
1975-052FE,21470,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,106.67,99.69,1146.0,999.0,,,0,SMALL,9320,1975,52,FE,Y,DELTA 1 DEB,1975-052FE,21470,
1975-052FK,21475,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,106.34,99.59,1125.0,989.0,,,0,SMALL,9320,1975,52,FK,Y,DELTA 1 DEB,1975-052FK,21475,
1992-093DQ,22423,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.19,71.28,983.0,836.0,,,0,MEDIUM,9320,1992,93,DQ,Y,SL-16 DEB,1992-093DQ,22423,
1977-087C,24818,DEBRIS,SL-8 DEB,CIS,1977-09-13,PKMTR,,104.19,82.97,979.0,934.0,,,0,SMALL,9320,1977,87,C,Y,SL-8 DEB,1977-087C,24818,
1999-057CD,26191,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,,99.42,98.57,793.0,669.0,,,0,SMALL,9320,1999,57,CD,Y,CZ-4 DEB,1999-057CD,26191,
1975-052KY,26844,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,105.77,99.75,1064.0,997.0,,,0,SMALL,9320,1975,52,KY,Y,DELTA 1 DEB,1975-052KY,26844,
1990-065V,27052,DEBRIS,CRRES DEB (CANISTER),US,1990-07-25,AFETR,,531.87,17.99,30405.0,329.0,,1.0,0,SMALL,9320,1990,65,V,Y,CRRES DEB (CANISTER),1990-065V,27052,Coriolis (Windsat)
1980-073G,29201,DEBRIS,METEOR 2-6 DEB,CIS,1980-09-09,PKMTR,,99.24,81.2,744.0,701.0,,3.0,0,SMALL,9320,1980,73,G,Y,METEOR 2-6 DEB,1980-073G,29201,
1999-025GV,29899,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,107.66,98.66,1384.0,854.0,,,0,SMALL,9320,1999,25,GV,Y,FENGYUN 1C DEB,1999-025GV,29899,
1999-025HT,29921,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.37,98.79,905.0,837.0,,,0,SMALL,9320,1999,25,HT,Y,FENGYUN 1C DEB,1999-025HT,29921,
1999-025NP,30038,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.05,98.37,945.0,577.0,,,0,SMALL,9320,1999,25,NP,Y,FENGYUN 1C DEB,1999-025NP,30038,
1999-025ST,30138,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.41,98.76,840.0,811.0,,,0,SMALL,9320,1999,25,ST,Y,FENGYUN 1C DEB,1999-025ST,30138,
1999-025YQ,30279,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.19,99.15,973.0,657.0,,,0,SMALL,9320,1999,25,YQ,Y,FENGYUN 1C DEB,1999-025YQ,30279,
1999-025ABT,30356,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.91,98.68,887.0,811.0,,,0,SMALL,9320,1999,25,ABT,Y,FENGYUN 1C DEB,1999-025ABT,30356,
1999-025ARY,30714,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.62,98.84,931.0,834.0,,,0,SMALL,9320,1999,25,ARY,Y,FENGYUN 1C DEB,1999-025ARY,30714,
1999-025BAH,30943,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.53,98.8,915.0,841.0,,,0,SMALL,9320,1999,25,BAH,Y,FENGYUN 1C DEB,1999-025BAH,30943,
1999-025BAZ,30959,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.25,99.69,810.0,731.0,,1.0,0,SMALL,9320,1999,25,BAZ,Y,FENGYUN 1C DEB,1999-025BAZ,30959,
1999-025BDX,31029,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.4,98.86,842.0,713.0,,,0,SMALL,9320,1999,25,BDX,Y,FENGYUN 1C DEB,1999-025BDX,31029,
1999-025BSA,31370,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.15,98.75,885.0,836.0,,,0,SMALL,9320,1999,25,BSA,Y,FENGYUN 1C DEB,1999-025BSA,31370,
1999-025BTX,31435,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.08,99.04,820.0,609.0,,,0,SMALL,9320,1999,25,BTX,Y,FENGYUN 1C DEB,1999-025BTX,31435,
1999-025BYD,31538,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,96.2,98.25,593.0,560.0,,,0,SMALL,9320,1999,25,BYD,Y,FENGYUN 1C DEB,1999-025BYD,31538,
1999-025BZT,31613,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.62,98.42,1277.0,770.0,,,0,SMALL,9320,1999,25,BZT,Y,FENGYUN 1C DEB,1999-025BZT,31613,
1999-025CJJ,31844,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.43,100.3,901.0,752.0,,,0,SMALL,9320,1999,25,CJJ,Y,FENGYUN 1C DEB,1999-025CJJ,31844,
1999-025CKE,31879,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.8,99.71,899.0,599.0,,,0,SMALL,9320,1999,25,CKE,Y,FENGYUN 1C DEB,1999-025CKE,31879,
1999-025CPT,31990,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,106.1,99.16,1239.0,853.0,,,0,SMALL,9320,1999,25,CPT,Y,FENGYUN 1C DEB,1999-025CPT,31990,
1991-003T,33590,DEBRIS,ARIANE 44L DEB,FR,1991-01-15,FRGUI,,536.99,7.15,30346.0,667.0,,,0,SMALL,9320,1991,3,T,Y,ARIANE 44L DEB,1991-003T,33590,
1999-025DEL,33651,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.38,98.66,909.0,739.0,,,0,SMALL,9320,1999,25,DEL,Y,FENGYUN 1C DEB,1999-025DEL,33651,
1993-036DV,33916,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,105.22,74.05,1245.0,764.0,,,0,MEDIUM,9320,1993,36,DV,Y,COSMOS 2251 DEB,1993-036DV,33916,
1993-036EM,33932,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.09,74.03,788.0,738.0,,,0,SMALL,9320,1993,36,EM,Y,COSMOS 2251 DEB,1993-036EM,33932,
1993-036FZ,33990,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,106.67,73.93,1376.0,769.0,,,0,MEDIUM,9320,1993,36,FZ,Y,COSMOS 2251 DEB,1993-036FZ,33990,
1992-072Y,34192,DEBRIS,ARIANE 42P+ DEB,FR,1992-10-28,FRGUI,,454.0,8.18,25871.0,507.0,,,0,MEDIUM,9320,1992,72,Y,Y,ARIANE 42P+ DEB,1992-072Y,34192,
1993-036ARM,35767,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.95,73.99,738.0,679.0,,3.0,0,SMALL,9320,1993,36,ARM,Y,COSMOS 2251 DEB,1993-036ARM,35767,
1999-025DZB,36681,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.11,98.7,892.0,826.0,,,0,SMALL,9320,1999,25,DZB,Y,FENGYUN 1C DEB,1999-025DZB,36681,
1999-025EEN,37054,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.45,98.55,900.0,755.0,,,0,SMALL,9320,1999,25,EEN,Y,FENGYUN 1C DEB,1999-025EEN,37054,
1978-026JS,37655,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,102.27,99.2,874.0,857.0,,1.0,0,SMALL,9320,1978,26,JS,Y,DELTA 1 DEB,1978-026JS,37655,
1993-036BQD,37978,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,92.24,74.02,394.0,374.0,,,0,SMALL,9320,1993,36,BQD,Y,COSMOS 2251 DEB,1993-036BQD,37978,
1971-035F,38666,DEBRIS,SL-8 DEB,CIS,1971-04-23,PKMTR,,100.16,74.05,785.0,747.0,,,0,SMALL,9320,1971,35,F,Y,SL-8 DEB,1971-035F,38666,
1986-019VV,39107,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,,102.07,98.67,965.0,748.0,,,0,SMALL,9320,1986,19,VV,Y,ARIANE 1 DEB,1986-019VV,39107,
1987-020FH,39833,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,114.39,73.78,1452.0,1404.0,,,0,SMALL,9320,1987,20,FH,Y,COSMOS 1823 DEB,1987-020FH,39833,
1993-016BV,39895,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,103.15,70.99,998.0,817.0,,,0,SMALL,9320,1993,16,BV,Y,SL-16 DEB,1993-016BV,39895,
2012-008M,40202,DEBRIS,CZ-3C DEB,PRC,2012-02-24,XSC,,609.5,20.01,34391.0,478.0,,1.0,0,MEDIUM,9320,2012,8,M,Y,CZ-3C DEB,2012-008M,40202,
1993-036BWA,40797,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,95.33,73.92,583.0,486.0,,,0,SMALL,9320,1993,36,BWA,Y,COSMOS 2251 DEB,1993-036BWA,40797,ORBCOMM OG2 FM-103
2000-055AA,41067,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.58,98.54,837.0,830.0,,,0,SMALL,9320,2000,55,AA,Y,NOAA 16 DEB,2000-055AA,41067,
1987-060AS,43325,DEBRIS,COSMOS 1867 COOLANT,CIS,1987-07-10,TTMTR,,100.35,65.01,785.0,765.0,,,0,SMALL,9320,1987,60,AS,Y,COSMOS 1867 COOLANT,1987-060AS,43325,
2014-055AW,43991,DEBRIS,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,,789.29,19.51,35126.0,8699.0,,,0,SMALL,9320,2014,55,AW,Y,ATLAS 5 CENTAUR DEB,2014-055AW,43991,
2011-037GH,45976,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,113.69,51.05,2440.0,351.0,,3.0,0,SMALL,9320,2011,37,GH,Y,FREGAT DEB,2011-037GH,45976,
1997-051ACE,46972,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.29,86.39,730.0,719.0,,1.0,0,SMALL,9320,1997,51,ACE,Y,IRIDIUM 33 DEB,1997-051ACE,46972,
2022-151F,54264,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,106.87,98.59,1345.0,819.0,,,0,SMALL,9320,2022,151,F,Y,CZ-6A DEB,2022-151F,54264,
2022-151LE,54554,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.1,98.85,895.0,821.0,,,0,SMALL,9320,2022,151,LE,Y,CZ-6A DEB,2022-151LE,54554,
2022-151NE,54604,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.13,98.85,895.0,824.0,,,0,SMALL,9320,2022,151,NE,Y,CZ-6A DEB,2022-151NE,54604,
2022-151RB,54914,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.98,98.8,882.0,823.0,,,0,SMALL,9320,2022,151,RB,Y,CZ-6A DEB,2022-151RB,54914,
2022-151AFH,56633,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.4,98.86,926.0,818.0,,,0,SMALL,9320,2022,151,AFH,Y,CZ-6A DEB,2022-151AFH,56633,
2022-151AGY,56672,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,103.85,98.88,1054.0,827.0,,,0,SMALL,9320,2022,151,AGY,Y,CZ-6A DEB,2022-151AGY,56672,
2022-151AHH,56681,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.46,98.81,850.0,805.0,,,0,SMALL,9320,2022,151,AHH,Y,CZ-6A DEB,2022-151AHH,56681,
