active_debris_updated,,,,,,,,,,,,,,,,,,,,,,,,
INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER,satname
2018-079R,44655,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,783.42,13.67,35070.0,8475.0,,,0,,9337,2018,79,R,Y,ATLAS 5 CENTAUR DEB,2018-079R,44655,
2018-079U,44658,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,792.36,13.52,35323.0,8649.0,,,0,,9337,2018,79,U,Y,ATLAS 5 CENTAUR DEB,2018-079U,44658,
2018-079AC,44666,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,755.26,12.84,33324.0,8864.0,,,0,,9337,2018,79,AC,Y,ATLAS 5 CENTAUR DEB,2018-079AC,44666,
2018-079AQ,44678,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,790.21,13.16,35045.0,8825.0,,,0,,9337,2018,79,AQ,Y,ATLAS 5 CENTAUR DEB,2018-079AQ,44678,
2018-079AR,44679,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,802.67,13.23,35648.0,8816.0,,,0,,9337,2018,79,AR,Y,ATLAS 5 CENTAUR DEB,2018-079AR,44679,
2018-079AW,44684,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,786.34,13.08,34985.0,8700.0,,,0,,9337,2018,79,AW,Y,ATLAS 5 CENTAUR DEB,2018-079AW,44684,
2018-079BB,44689,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,675.09,12.88,31419.0,6808.0,,,0,,9337,2018,79,BB,Y,ATLAS 5 CENTAUR DEB,2018-079BB,44689,
2018-079BF,44693,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,806.89,13.29,35769.0,8896.0,,,0,,9337,2018,79,BF,Y,ATLAS 5 CENTAUR DEB,2018-079BF,44693,
2018-079BG,44694,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,811.61,13.42,36128.0,8760.0,,,0,,9337,2018,79,BG,Y,ATLAS 5 CENTAUR DEB,2018-079BG,44694,
2014-055CJ,44893,DEBRIS,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,,764.9,20.14,34855.0,7799.0,,,0,SMALL,9337,2014,55,CJ,Y,ATLAS 5 CENTAUR DEB,2014-055CJ,44893,
2018-079BJ,44895,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,767.1,12.86,33338.0,9422.0,,,0,,9337,2018,79,BJ,Y,ATLAS 5 CENTAUR DEB,2018-079BJ,44895,
2006-062S,44982,DEBRIS,SL-12 DEB,CIS,2006-12-25,TTMTR,,336.28,64.97,18532.0,749.0,,,0,MEDIUM,9337,2006,62,S,Y,SL-12 DEB,2006-062S,44982,
2020-013C,45247,DEBRIS,ARIANE 5 DEB (SYLDA),FR,2020-02-18,FRGUI,,414.76,5.7,23831.0,259.0,,,0,LARGE,9337,2020,13,C,Y,ARIANE 5 DEB (SYLDA),2020-013C,45247,
1991-056H,45271,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,110.19,82.43,1276.0,1195.0,,,0,SMALL,9337,1991,56,H,Y,SL-14 DEB,1991-056H,45271,
1991-056AA,45288,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,111.73,82.64,1473.0,1140.0,,,0,SMALL,9337,1991,56,AA,Y,SL-14 DEB,1991-056AA,45288,
1991-056AC,45290,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,107.34,82.63,1193.0,1014.0,,,0,SMALL,9337,1991,56,AC,Y,SL-14 DEB,1991-056AC,45290,
1991-056AD,45291,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,109.85,82.55,1250.0,1189.0,,,0,SMALL,9337,1991,56,AD,Y,SL-14 DEB,1991-056AD,45291,
1991-056AF,45293,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,100.49,82.52,870.0,693.0,,,0,SMALL,9337,1991,56,AF,Y,SL-14 DEB,1991-056AF,45293,
1991-056AK,45297,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,109.11,82.61,1242.0,1129.0,,,0,SMALL,9337,1991,56,AK,Y,SL-14 DEB,1991-056AK,45297,
1991-056AT,45305,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,108.09,82.56,1167.0,1110.0,,,0,SMALL,9337,1991,56,AT,Y,SL-14 DEB,1991-056AT,45305,
1991-056AU,45306,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,106.73,82.61,1178.0,972.0,,,0,SMALL,9337,1991,56,AU,Y,SL-14 DEB,1991-056AU,45306,
1991-056AX,45309,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,108.87,82.6,1283.0,1066.0,,,0,SMALL,9337,1991,56,AX,Y,SL-14 DEB,1991-056AX,45309,
1991-056BV,45331,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,111.62,82.68,1468.0,1134.0,,,0,SMALL,9337,1991,56,BV,Y,SL-14 DEB,1991-056BV,45331,
1991-056CA,45336,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,108.18,82.58,1183.0,1103.0,,,0,SMALL,9337,1991,56,CA,Y,SL-14 DEB,1991-056CA,45336,
1991-056CE,45340,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,107.21,82.52,1194.0,1001.0,,,0,SMALL,9337,1991,56,CE,Y,SL-14 DEB,1991-056CE,45340,
2018-079BT,45471,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,809.95,13.17,35832.0,8977.0,,,0,,9337,2018,79,BT,Y,ATLAS 5 CENTAUR DEB,2018-079BT,45471,
2018-079BX,45475,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,779.54,13.13,34947.0,8412.0,,,0,,9337,2018,79,BX,Y,ATLAS 5 CENTAUR DEB,2018-079BX,45475,
2018-034M,45484,DEBRIS,CZ-4C DEB,PRC,2018-04-10,JSC,,107.23,63.39,1285.0,912.0,,,0,SMALL,9337,2018,34,M,Y,CZ-4C DEB,2018-034M,45484,
1980-073W,45502,DEBRIS,METEOR 2-6 DEB,CIS,1980-09-09,PKMTR,,100.3,81.22,799.0,746.0,,,0,SMALL,9337,1980,73,W,Y,METEOR 2-6 DEB,1980-073W,45502,
1979-095CR,45509,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,99.89,81.19,758.0,749.0,,,0,SMALL,9337,1979,95,CR,Y,METEOR 2-5 DEB,1979-095CR,45509,
1990-017D,45523,DEBRIS,SL-8 DEB,CIS,1990-02-27,PKMTR,,104.57,82.95,1006.0,943.0,,,0,SMALL,9337,1990,17,D,Y,SL-8 DEB,1990-017D,45523,
2011-037AQ,45648,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,106.59,51.4,1796.0,341.0,,,0,SMALL,9337,2011,37,AQ,Y,FREGAT DEB,2011-037AQ,45648,
2011-037BA,45816,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,121.64,51.47,3070.0,438.0,,,0,SMALL,9337,2011,37,BA,Y,FREGAT DEB,2011-037BA,45816,
2011-037BE,45820,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,122.65,51.53,3034.0,564.0,,,0,SMALL,9337,2011,37,BE,Y,FREGAT DEB,2011-037BE,45820,
2011-037BV,45835,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,121.81,51.42,3102.0,422.0,,,0,SMALL,9337,2011,37,BV,Y,FREGAT DEB,2011-037BV,45835,
2011-037CH,45847,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,108.04,51.41,1908.0,365.0,,,0,SMALL,9337,2011,37,CH,Y,FREGAT DEB,2011-037CH,45847,
2011-037DH,45888,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,125.7,51.46,3443.0,426.0,,,0,SMALL,9337,2011,37,DH,Y,FREGAT DEB,2011-037DH,45888,
2020-053D,45988,DEBRIS,BREEZE-M DEB (TANK),CIS,2020-07-30,TTMTR,,395.55,49.57,22554.0,388.0,,,0,LARGE,9337,2020,53,D,Y,BREEZE-M DEB (TANK),2020-053D,45988,
2011-037JW,46111,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,141.73,50.76,3800.0,1453.0,,,0,SMALL,9337,2011,37,JW,Y,FREGAT DEB,2011-037JW,46111,
2011-037KD,46243,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,143.9,52.03,3955.0,1482.0,,1.0,0,SMALL,9337,2011,37,KD,Y,FREGAT DEB,2011-037KD,46243,
2011-037KN,46252,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,137.53,50.91,3776.0,1120.0,,,0,MEDIUM,9337,2011,37,KN,Y,FREGAT DEB,2011-037KN,46252,
1999-025EYV,46440,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.39,98.59,951.0,697.0,,,0,SMALL,9337,1999,25,EYV,Y,FENGYUN 1C DEB,1999-025EYV,46440,
1999-025EYY,46443,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.07,99.21,926.0,787.0,,,0,SMALL,9337,1999,25,EYY,Y,FENGYUN 1C DEB,1999-025EYY,46443,
1999-025EYZ,46444,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.9,98.51,862.0,741.0,,,0,SMALL,9337,1999,25,EYZ,Y,FENGYUN 1C DEB,1999-025EYZ,46444,
2018-079CG,46608,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,802.91,13.33,35607.0,8868.0,,,0,SMALL,9337,2018,79,CG,Y,ATLAS 5 CENTAUR DEB,2018-079CG,46608,
2011-037MK,46619,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,116.34,51.01,2402.0,630.0,,,0,SMALL,9337,2011,37,MK,Y,FREGAT DEB,2011-037MK,46619,
2014-055CM,46637,DEBRIS,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,,739.7,21.06,34441.0,6990.0,,,0,SMALL,9337,2014,55,CM,Y,ATLAS 5 CENTAUR DEB,2014-055CM,46637,
2018-079CK,46657,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,847.39,12.1,39520.0,7050.0,,,0,MEDIUM,9337,2018,79,CK,Y,ATLAS 5 CENTAUR DEB,2018-079CK,46657,
2018-079CN,46660,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,795.17,13.06,35153.0,8954.0,,,0,,9337,2018,79,CN,Y,ATLAS 5 CENTAUR DEB,2018-079CN,46660,
2018-079CP,46661,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,787.06,13.27,34684.0,9035.0,,,0,,9337,2018,79,CP,Y,ATLAS 5 CENTAUR DEB,2018-079CP,46661,
2018-079DB,46846,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,838.0,12.11,37128.0,9003.0,,,0,,9337,2018,79,DB,Y,ATLAS 5 CENTAUR DEB,2018-079DB,46846,
2018-079DC,46847,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,812.28,13.36,36034.0,8885.0,,,0,SMALL,9337,2018,79,DC,Y,ATLAS 5 CENTAUR DEB,2018-079DC,46847,
2018-079DD,46848,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,803.95,13.06,35096.0,9429.0,,,0,LARGE,9337,2018,79,DD,Y,ATLAS 5 CENTAUR DEB,2018-079DD,46848,
2018-079DN,46857,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,851.58,12.23,37254.0,9511.0,,,0,,9337,2018,79,DN,Y,ATLAS 5 CENTAUR DEB,2018-079DN,46857,
1997-051ABX,46965,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,98.61,86.34,705.0,679.0,,,0,SMALL,9337,1997,51,ABX,Y,IRIDIUM 33 DEB,1997-051ABX,46965,
1997-051ACG,46974,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.71,86.3,813.0,677.0,,,0,SMALL,9337,1997,51,ACG,Y,IRIDIUM 33 DEB,1997-051ACG,46974,
1993-036BYE,47074,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.31,74.09,877.0,670.0,,,0,SMALL,9337,1993,36,BYE,Y,COSMOS 2251 DEB,1993-036BYE,47074,
1991-056DF,47081,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,107.03,82.58,1173.0,1005.0,,,0,SMALL,9337,1991,56,DF,Y,SL-14 DEB,1991-056DF,47081,
1991-056DS,47092,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,107.34,82.57,1177.0,1031.0,,,0,SMALL,9337,1991,56,DS,Y,SL-14 DEB,1991-056DS,47092,
2014-055DE,47096,DEBRIS,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,,803.77,19.24,36289.0,8227.0,,,0,,9337,2014,55,DE,Y,ATLAS 5 CENTAUR DEB,2014-055DE,47096,
2020-097B,47243,DEBRIS,BREEZE-M DEB (TANK),CIS,2020-12-14,PKMTR,,653.53,58.23,36757.0,379.0,,,0,LARGE,9337,2020,97,B,Y,BREEZE-M DEB (TANK),2020-097B,47243,
2011-037NM,47330,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,108.7,51.39,1898.0,436.0,,,0,SMALL,9337,2011,37,NM,Y,FREGAT DEB,2011-037NM,47330,
2011-037NT,47336,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,112.93,51.65,2027.0,695.0,,,0,SMALL,9337,2011,37,NT,Y,FREGAT DEB,2011-037NT,47336,
2019-063D,47974,DEBRIS,CZ-2D DEB,PRC,2019-09-25,JSC,,99.78,98.48,766.0,731.0,,,0,SMALL,9337,2019,63,D,Y,CZ-2D DEB,2019-063D,47974,
2002-032L,48170,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,94.78,98.76,516.0,499.0,,,0,SMALL,9337,2002,32,L,Y,NOAA 17 DEB,2002-032L,48170,
2002-032Z,48184,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,99.37,98.82,738.0,719.0,,,0,SMALL,9337,2002,32,Z,Y,NOAA 17 DEB,2002-032Z,48184,
2008-011EA,48535,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,466.99,49.66,26212.0,909.0,,1.0,0,MEDIUM,9337,2008,11,EA,Y,BREEZE-M DEB,2008-011EA,48535,
2010-007AT,48541,DEBRIS,SL-12 DEB,CIS,2010-03-01,TTMTR,,328.84,64.62,18283.0,524.0,,,0,SMALL,9337,2010,7,AT,Y,SL-12 DEB,2010-007AT,48541,
2018-084DF,48551,DEBRIS,H-2A DEB *,JPN,2018-10-29,TNSTA,,98.26,97.97,695.0,655.0,,,0,SMALL,9337,2018,84,DF,Y,H-2A DEB *,2018-084DF,48551,
2021-041BJ,48609,DEBRIS,FALCON 9 DEB,US,2021-05-15,AFETR,,95.3,53.03,539.0,527.0,,,0,MEDIUM,9337,2021,41,BJ,Y,FALCON 9 DEB,2021-041BJ,48609,
2002-032AC,48611,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,98.95,98.73,713.0,704.0,,,0,SMALL,9337,2002,32,AC,Y,NOAA 17 DEB,2002-032AC,48611,
2021-043E,48625,DEBRIS,CZ-4B DEB,PRC,2021-05-19,JSC,,103.1,66.17,933.0,878.0,,,0,SMALL,9337,2021,43,E,Y,CZ-4B DEB,2021-043E,48625,
2002-032AT,48710,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,99.96,98.87,760.0,753.0,,,0,SMALL,9337,2002,32,AT,Y,NOAA 17 DEB,2002-032AT,48710,"XW-1 (Hope Oscar 68, HO-68, Xi Wang 1, Hope-1, CAS-1)"
2002-032AU,48711,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,100.56,98.8,827.0,743.0,,,0,SMALL,9337,2002,32,AU,Y,NOAA 17 DEB,2002-032AU,48711,
2002-032BA,48717,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,99.12,98.76,722.0,711.0,,,0,SMALL,9337,2002,32,BA,Y,NOAA 17 DEB,2002-032BA,48717,
2002-032BC,48719,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,105.49,98.41,1255.0,780.0,,,0,SMALL,9337,2002,32,BC,Y,NOAA 17 DEB,2002-032BC,48719,
2002-032BD,48720,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,99.19,98.83,740.0,699.0,,,0,SMALL,9337,2002,32,BD,Y,NOAA 17 DEB,2002-032BD,48720,
2002-032BF,48722,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,97.18,98.71,632.0,616.0,,,0,SMALL,9337,2002,32,BF,Y,NOAA 17 DEB,2002-032BF,48722,
2002-032BG,48723,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,99.47,98.81,749.0,717.0,,,0,SMALL,9337,2002,32,BG,Y,NOAA 17 DEB,2002-032BG,48723,
2002-032CJ,48749,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,98.32,98.71,684.0,674.0,,,0,SMALL,9337,2002,32,CJ,Y,NOAA 17 DEB,2002-032CJ,48749,
2002-032CN,48753,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,98.96,98.73,726.0,692.0,,,0,SMALL,9337,2002,32,CN,Y,NOAA 17 DEB,2002-032CN,48753,
2002-032CP,48754,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,98.24,98.94,683.0,666.0,,,0,SMALL,9337,2002,32,CP,Y,NOAA 17 DEB,2002-032CP,48754,
2002-032CW,48761,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,98.31,98.71,681.0,675.0,,,0,SMALL,9337,2002,32,CW,Y,NOAA 17 DEB,2002-032CW,48761,
2002-032DA,48765,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,97.4,98.7,642.0,627.0,,,0,SMALL,9337,2002,32,DA,Y,NOAA 17 DEB,2002-032DA,48765,
1992-093LX,49050,DEBRIS,SL-16 R/B DEB,CIS,1992-12-25,TTMTR,,101.56,71.02,836.0,829.0,,,0,,9337,1992,93,LX,Y,SL-16 R/B DEB,1992-093LX,49050,
2002-032DK,49481,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,96.18,98.69,585.0,566.0,,,0,SMALL,9337,2002,32,DK,Y,NOAA 17 DEB,2002-032DK,49481,
2002-032DR,49487,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,98.25,98.83,695.0,655.0,,,0,SMALL,9337,2002,32,DR,Y,NOAA 17 DEB,2002-032DR,49487,
2014-028F,49924,DEBRIS,COSMOS 2499 DEB,CIS,2014-05-23,PKMTR,,111.11,82.51,1462.0,1093.0,,,0,SMALL,9337,2014,28,F,Y,COSMOS 2499 DEB,2014-028F,49924,
2014-028X,49940,DEBRIS,COSMOS 2499 DEB,CIS,2014-05-23,PKMTR,,110.4,82.49,1477.0,1013.0,,,0,SMALL,9337,2014,28,X,Y,COSMOS 2499 DEB,2014-028X,49940,
1979-101AD,49959,DEBRIS,SATCOM 3 DEB,US,1979-12-07,AFETR,,796.99,7.1,35691.0,8503.0,,,0,SMALL,9337,1979,101,AD,Y,SATCOM 3 DEB,1979-101AD,49959,
1997-084L,50140,DEBRIS,ORBCOMM FM 5 DEB,ORB,1997-12-23,ERAS,,99.63,45.01,744.0,738.0,,,0,SMALL,9337,1997,84,L,Y,ORBCOMM FM 5 DEB,1997-084L,50140,
2018-079GK,52041,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,627.39,12.43,29420.0,6377.0,,,0,,9337,2018,79,GK,Y,ATLAS 5 CENTAUR DEB,2018-079GK,52041,
2018-079GN,52044,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,754.4,12.7,32870.0,9276.0,,,0,,9337,2018,79,GN,Y,ATLAS 5 CENTAUR DEB,2018-079GN,52044,
2014-055DL,52828,DEBRIS,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,,794.66,19.32,35477.0,8606.0,,,0,,9337,2014,55,DL,Y,ATLAS 5 CENTAUR DEB,2014-055DL,52828,
2018-079GT,52969,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,740.28,12.9,33004.0,8455.0,,,0,,9337,2018,79,GT,Y,ATLAS 5 CENTAUR DEB,2018-079GT,52969,
2018-079GX,52973,DEBRIS,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,,840.03,12.51,36579.0,9647.0,,,0,,9337,2018,79,GX,Y,ATLAS 5 CENTAUR DEB,2018-079GX,52973,
2022-144D,54222,DEBRIS,FALCON HEAVY DEB,US,2022-11-01,AFETR,,1456.71,5.23,36214.0,36164.0,,,0,,9337,2022,144,D,Y,FALCON HEAVY DEB,2022-144D,54222,
2020-046AK,54256,DEBRIS,MINOTAUR 4 DEB,US,2020-07-15,WLPIS,,94.42,54.24,504.0,477.0,,,0,SMALL,9337,2020,46,AK,Y,MINOTAUR 4 DEB,2020-046AK,54256,
2022-151L,54269,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,99.76,98.64,841.0,653.0,,,0,MEDIUM,9337,2022,151,L,Y,CZ-6A DEB,2022-151L,54269,
2022-151S,54275,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,98.16,98.82,731.0,611.0,,,0,SMALL,9337,2022,151,S,Y,CZ-6A DEB,2022-151S,54275,
2022-151T,54276,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,104.64,98.86,1128.0,827.0,,,0,SMALL,9337,2022,151,T,Y,CZ-6A DEB,2022-151T,54276,
2022-151AD,54286,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,97.37,98.61,695.0,571.0,,,0,SMALL,9337,2022,151,AD,Y,CZ-6A DEB,2022-151AD,54286,
2022-151AQ,54297,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,100.96,98.73,823.0,785.0,,,0,SMALL,9337,2022,151,AQ,Y,CZ-6A DEB,2022-151AQ,54297,
2022-151AV,54302,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,98.18,98.87,744.0,599.0,,,0,SMALL,9337,2022,151,AV,Y,CZ-6A DEB,2022-151AV,54302,
2022-151BE,54311,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,97.66,98.63,695.0,598.0,,,0,SMALL,9337,2022,151,BE,Y,CZ-6A DEB,2022-151BE,54311,
2022-151CT,54348,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,100.3,98.65,845.0,701.0,,,0,SMALL,9337,2022,151,CT,Y,CZ-6A DEB,2022-151CT,54348,
2022-151DZ,54401,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,100.74,98.65,878.0,710.0,,,0,SMALL,9337,2022,151,DZ,Y,CZ-6A DEB,2022-151DZ,54401,
2022-151EB,54403,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,100.84,98.67,880.0,717.0,,,0,SMALL,9337,2022,151,EB,Y,CZ-6A DEB,2022-151EB,54403,
2022-151EL,54412,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,97.08,98.64,689.0,549.0,,,0,SMALL,9337,2022,151,EL,Y,CZ-6A DEB,2022-151EL,54412,
2022-151EZ,54425,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,98.64,98.85,782.0,604.0,,,0,SMALL,9337,2022,151,EZ,Y,CZ-6A DEB,2022-151EZ,54425,
2022-151FZ,54449,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,103.38,98.96,1015.0,822.0,,,0,SMALL,9337,2022,151,FZ,Y,CZ-6A DEB,2022-151FZ,54449,
2022-151GD,54453,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.97,98.92,913.0,791.0,,,0,SMALL,9337,2022,151,GD,Y,CZ-6A DEB,2022-151GD,54453,
2022-151GQ,54464,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,91.73,99.04,370.0,349.0,,,0,SMALL,9337,2022,151,GQ,Y,CZ-6A DEB,2022-151GQ,54464,
2022-151HF,54479,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,98.58,98.64,753.0,629.0,,,0,SMALL,9337,2022,151,HF,Y,CZ-6A DEB,2022-151HF,54479,
2022-151JA,54498,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,99.62,98.77,759.0,721.0,,,0,SMALL,9337,2022,151,JA,Y,CZ-6A DEB,2022-151JA,54498,
2022-151JD,54501,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,100.52,98.66,927.0,639.0,,,0,SMALL,9337,2022,151,JD,Y,CZ-6A DEB,2022-151JD,54501,
2022-151JN,54510,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,99.79,98.7,793.0,704.0,,,0,SMALL,9337,2022,151,JN,Y,CZ-6A DEB,2022-151JN,54510,
2022-151JV,54517,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,97.93,98.64,713.0,606.0,,,0,SMALL,9337,2022,151,JV,Y,CZ-6A DEB,2022-151JV,54517,
2022-151KB,54523,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,96.81,98.71,661.0,551.0,,,0,SMALL,9337,2022,151,KB,Y,CZ-6A DEB,2022-151KB,54523,
2022-151KF,54527,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,100.62,98.73,815.0,760.0,,,0,MEDIUM,9337,2022,151,KF,Y,CZ-6A DEB,2022-151KF,54527,
2022-151KX,54547,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.01,98.81,871.0,741.0,,,0,SMALL,9337,2022,151,KX,Y,CZ-6A DEB,2022-151KX,54547,
2022-151KY,54548,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,97.97,98.6,686.0,637.0,,,0,SMALL,9337,2022,151,KY,Y,CZ-6A DEB,2022-151KY,54548,
2022-151LD,54553,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,97.05,98.66,654.0,581.0,,,0,SMALL,9337,2022,151,LD,Y,CZ-6A DEB,2022-151LD,54553,
2022-151LZ,54573,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,99.16,98.63,787.0,650.0,,,0,SMALL,9337,2022,151,LZ,Y,CZ-6A DEB,2022-151LZ,54573,
2022-151MF,54579,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,97.25,98.57,664.0,591.0,,,0,SMALL,9337,2022,151,MF,Y,CZ-6A DEB,2022-151MF,54579,
2022-151MK,54583,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.32,98.85,931.0,805.0,,,0,SMALL,9337,2022,151,MK,Y,CZ-6A DEB,2022-151MK,54583,
2022-151MN,54586,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.07,98.77,855.0,764.0,,,0,SMALL,9337,2022,151,MN,Y,CZ-6A DEB,2022-151MN,54586,
